paper_id,doi,title,year,journal,diameter_nm,length_um,layers,method,cvd_temperature_C,catalyst,carbon_source,conductivity_Sm,tensile_strength_GPa,youngs_modulus_GPa,notes,status,material_type,source_reference,aspect_ratio,log_diameter,is_swcnn,is_cvd,temp_normalized,has_catalyst,has_carbon_source,volume_fraction_est
REAL_0887,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.8,455.6,3,Liquid Extrusion ,,,,823979.591836734,0.103,9.8,Aligned Few-wall CNTs,Real,FWCNT,2017_Significantly Increased Solubility of Carbon Nanotubes in Superacid by Oxidation and Their Assembly into High-Performance Fibers,253111.1111111111,0.2552727463779512,0,0,0.0,0,0,0.9259259259259258
REAL_0899,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.41,455.6,3,Aligned Buckypaper,,,,384615.38461538457,,,Aligned Few-wall CNTs,Real,FWCNT,2018 Intrinsically ultrastrong plasmon–exciton interactions in crystallized films of carbon nanotubes ,323120.56737588655,0.14921942066554147,0,0,0.0,0,0,1.5089784216085713
REAL_0900,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.41,455.6,2,Aligned Buckypaper,,,,12820.512820512798,,,Aligned Few-wall CNTs,Real,FWCNT,2018 Intrinsically ultrastrong plasmon–exciton interactions in crystallized films of carbon nanotubes ,323120.56737588655,0.14921942066554147,0,0,0.0,0,0,1.0059856144057142
REAL_0912,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.5,455.6,3,Liquid Extrusion ,,,,6000000.0,2.8,140.0,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,303733.3333333333,0.17609154858523932,0,0,0.0,0,0,1.3333333333333333
REAL_0914,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,3.2,455.6,3,Liquid Extrusion ,,,,5000000.0,1.0,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,142375.0,0.5051501140369105,0,0,0.0,0,0,0.29296874999999994
REAL_0915,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,2.0,455.6,4,Liquid Extrusion ,,,,4800000.0,1.25,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,227800.0,0.3010302128111679,0,0,0.0,0,0,1.0
REAL_0916,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,2.2,455.6,4,Liquid Extrusion ,,,,3300000.0,1.1,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,207090.9090909091,0.3424228782287441,0,0,0.0,0,0,0.8264462809917354
REAL_0917,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.5,455.6,4,Liquid Extrusion ,,,,4300000.0,0.88,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,303733.3333333333,0.17609154858523932,0,0,0.0,0,0,1.7777777777777777
REAL_0918,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.5,455.6,2,Liquid Extrusion ,,,,5600000.0,1.51,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,303733.3333333333,0.17609154858523932,0,0,0.0,0,0,0.8888888888888888
REAL_0919,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,2.1,455.6,2,Liquid Extrusion ,,,,7700000.0,2.43,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,216952.38095238095,0.32221950154076623,0,0,0.0,0,0,0.4535147392290249
REAL_0920,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,0.8,455.6,3,Liquid Extrusion ,,,,2400000.0,1.13,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,569500.0,-0.09690947014029329,0,0,0.0,0,0,4.687499999999999
REAL_0921,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.5,455.6,2,Liquid Extrusion ,,,,3500000.0,1.11,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,303733.3333333333,0.17609154858523932,0,0,0.0,0,0,0.8888888888888888
REAL_0922,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,4,Liquid Extrusion ,,,,5000000.0,1.59,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_0923,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.5,455.6,2,Liquid Extrusion ,,,,5200000.0,1.54,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,303733.3333333333,0.17609154858523932,0,0,0.0,0,0,0.8888888888888888
REAL_0924,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.5,455.6,4,Liquid Extrusion ,,,,2300000.0,0.5,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,303733.3333333333,0.17609154858523932,0,0,0.0,0,0,1.7777777777777777
REAL_0925,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.5,455.6,2,Liquid Extrusion ,,,,1700000.0,0.33,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,303733.3333333333,0.17609154858523932,0,0,0.0,0,0,0.8888888888888888
REAL_0926,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,2.1,455.6,4,Liquid Extrusion ,,,,4900000.0,3.38,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,216952.38095238095,0.32221950154076623,0,0,0.0,0,0,0.9070294784580498
REAL_0927,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,0.8,455.6,2,Liquid Extrusion ,,,,2200000.0,1.33,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,569500.0,-0.09690947014029329,0,0,0.0,0,0,3.1249999999999996
REAL_0928,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.5,455.6,2,Liquid Extrusion ,,,,4500000.0,2.8,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,303733.3333333333,0.17609154858523932,0,0,0.0,0,0,0.8888888888888888
REAL_0929,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,2,Liquid Extrusion ,,,,4800000.0,2.84,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.0204081632653064
REAL_0930,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.5,455.6,3,Liquid Extrusion ,,,,4900000.0,3.25,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,303733.3333333333,0.17609154858523932,0,0,0.0,0,0,1.3333333333333333
REAL_0931,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.5,455.6,4,Liquid Extrusion ,,,,2400000.0,1.1,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,303733.3333333333,0.17609154858523932,0,0,0.0,0,0,1.7777777777777777
REAL_0932,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.5,455.6,4,Liquid Extrusion ,,,,2400000.0,2.06,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,303733.3333333333,0.17609154858523932,0,0,0.0,0,0,1.7777777777777777
REAL_0933,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,2.1,455.6,2,Liquid Extrusion ,,,,6100000.0,4.08,,Aligned Few-wall CNTs,Real,FWCNT,2018 Structure–Property Relations in Carbon Nanotube Fibers by Downscaling Solution Processing,216952.38095238095,0.32221950154076623,0,0,0.0,0,0,0.4535147392290249
REAL_0938,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,4,Buckypaper,,,,331125.8278145695,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_0939,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,4,Buckypaper,,,,313479.6238244514,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_0940,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,4,Buckypaper,,,,93457.9439252336,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_0941,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,4,Buckypaper,,,,78740.1574803149,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_0942,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,3,Buckypaper,,,,73529.4117647058,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.5306122448979596
REAL_0943,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,3,Buckypaper,,,,17857.1428571428,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.5306122448979596
REAL_0944,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,3,Buckypaper,,,,27932.9608938547,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.5306122448979596
REAL_0945,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,4,Buckypaper,,,,29940.119760479,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_0946,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,3,Buckypaper,,,,32154.3408360128,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.5306122448979596
REAL_0947,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,2,Buckypaper,,,,31545.7413249211,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.0204081632653064
REAL_0948,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,2,Buckypaper,,,,399.9999999999,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.0204081632653064
REAL_0949,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,4,Buckypaper,,,,5586.592178770899,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_0950,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,3,Buckypaper,,,,9708.7378640776,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.5306122448979596
REAL_0951,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,3,Buckypaper,,,,12254.9019607843,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.5306122448979596
REAL_0952,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,1.4,455.6,2,Buckypaper,,,,17761.9893428063,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.0204081632653064
REAL_0963,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,5.0,10000.0,2,Forest derived,,,,27743.2938240798,,,Aligned Few-wall CNTs,Real,FWCNT,2018_Iodine nanoparticle-enhancing electrical and thermal transport for carbon nanotube fibers,2000000.0,0.6989700911949065,0,0,0.0,0,0,0.08
REAL_0964,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,5.0,455.6,2,Forest derived,,,,63879.6574604434,,,Aligned Few-wall CNTs,Real,FWCNT,2018_Iodine nanoparticle-enhancing electrical and thermal transport for carbon nanotube fibers,91120.0,0.6989700911949065,0,0,0.0,0,0,0.08
REAL_0980,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,2.0,455.6,4,Floating Catalyst,,,,33000.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Terahertz spectroscopy of charge transport in films of pristine and doped single-wall carbon nanotubes,227800.0,0.3010302128111679,0,0,0.0,0,0,1.0
REAL_0981,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,2.0,455.6,3,Floating Catalyst,,,,107000.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Terahertz spectroscopy of charge transport in films of pristine and doped single-wall carbon nanotubes,227800.0,0.3010302128111679,0,0,0.0,0,0,0.75
REAL_0982,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2018,Meta-Analysis Database,2.0,455.6,2,Floating Catalyst,,,,233999.9999999999,,,Unaligned Few-wall CNTs,Real,FWCNT,2018_Terahertz spectroscopy of charge transport in films of pristine and doped single-wall carbon nanotubes,227800.0,0.3010302128111679,0,0,0.0,0,0,0.5
REAL_1042,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,7.0,455.6,5,Forest derived,,,,42921.146953405,,,Aligned Multiwall CNTs,Real,MWCNT,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,65085.71428571428,0.8450981020563213,0,0,0.0,0,0,0.1020408163265306
REAL_1043,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,7.0,455.6,19,Forest derived,,,,64729.72972973,,,Aligned Multiwall CNTs,Real,MWCNT,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,65085.71428571428,0.8450981020563213,0,0,0.0,0,0,0.3877551020408163
REAL_1044,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,7.0,455.6,10,Forest derived,,,,88376.3837638376,,,Aligned Multiwall CNTs,Real,MWCNT,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,65085.71428571428,0.8450981020563213,0,0,0.0,0,0,0.2040816326530612
REAL_1045,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,7.0,455.6,7,Forest derived,,,,92829.4573643412,,,Aligned Multiwall CNTs,Real,MWCNT,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,65085.71428571428,0.8450981020563213,0,0,0.0,0,0,0.14285714285714285
REAL_1046,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,7.0,455.6,16,Forest derived,,,,20530.5407434501,,,Aligned Multiwall CNTs,Real,MWCNT,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,65085.71428571428,0.8450981020563213,0,0,0.0,0,0,0.32653061224489793
REAL_1047,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,7.0,455.6,5,Forest derived,,,,45930.2325581396,,,Aligned Multiwall CNTs,Real,MWCNT,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,65085.71428571428,0.8450981020563213,0,0,0.0,0,0,0.1020408163265306
REAL_1048,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,7.0,455.6,14,Forest derived,,,,38127.4131274131,,,Aligned Multiwall CNTs,Real,MWCNT,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,65085.71428571428,0.8450981020563213,0,0,0.0,0,0,0.2857142857142857
REAL_1049,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,7.0,455.6,14,Forest derived,,,,71128.6668621685,,,Aligned Multiwall CNTs,Real,MWCNT,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,65085.71428571428,0.8450981020563213,0,0,0.0,0,0,0.2857142857142857
REAL_1050,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,7.0,455.6,13,Forest derived,,,,69556.2635506479,,,Aligned Multiwall CNTs,Real,MWCNT,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,65085.71428571428,0.8450981020563213,0,0,0.0,0,0,0.26530612244897955
REAL_1051,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,7.0,455.6,11,Forest derived,,,,62818.83072159231,,,Aligned Multiwall CNTs,Real,MWCNT,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,65085.71428571428,0.8450981020563213,0,0,0.0,0,0,0.22448979591836732
REAL_1052,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,1.35,455.6,4,Buckypaper,,,,270000.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2019 Intrinsic and Extrinsically Limited Thermoelectric Transport within Semiconducting Single-Walled Carbon Nanotube Networks,337481.48148148146,0.1303340901945032,0,0,0.0,0,0,2.194787379972565
REAL_1053,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,1.35,455.6,2,Buckypaper,,,,6000.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2019 Intrinsic and Extrinsically Limited Thermoelectric Transport within Semiconducting Single-Walled Carbon Nanotube Networks,337481.48148148146,0.1303340901945032,0,0,0.0,0,0,1.0973936899862824
REAL_1114,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,1.4,455.6,4,Aligned Buckypaper,,,,46838.5816247048,,,Aligned Few-wall CNTs,Real,FWCNT,2019 Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_1115,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,1.4,455.6,2,Buckypaper,,,,8823.4025740413,,,Unaligned Few-wall CNTs,Real,FWCNT,2019 Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.0204081632653064
REAL_1119,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,1.4,455.6,4,Aligned Buckypaper,,,,368355.84586581786,,,Aligned Few-wall CNTs,Real,FWCNT,2019 Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_1120,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,1.4,455.6,2,Buckypaper,,,,50704.143871075496,,,Unaligned Few-wall CNTs,Real,FWCNT,2019 Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.0204081632653064
REAL_1150,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,4.0,13200.0,4,Forest derived,,,,31150.4424778761,,,Aligned Few-wall CNTs,Real,FWCNT,2019_Enhancing the interfacial interaction of carbon nanotubes fibers by Au nanoparticles with improved performance of the electrical and thermal conductivity,3300000.0,0.6020600999015693,0,0,0.0,0,0,0.25
REAL_1151,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,4.0,12500.0,2,Forest derived,,,,43716.8141592919,,,Aligned Few-wall CNTs,Real,FWCNT,2019_Enhancing the interfacial interaction of carbon nanotubes fibers by Au nanoparticles with improved performance of the electrical and thermal conductivity,3125000.0,0.6020600999015693,0,0,0.0,0,0,0.125
REAL_1152,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,10.0,15000.0,7,Forest derived,,,,18812.7853881278,0.4412017167381969,24.7970479704796,Aligned Multiwall CNTs,Real,MWCNT,"2019_Enhancing the strength, toughness, and electrical conductivity of twist-spun carbon nanotube yarns by π bridging",1500000.0,1.000000043429446,0,0,0.0,0,0,0.07
REAL_1153,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,10.0,15000.0,19,Forest derived,,,,45662.1004566209,1.04549356223175,64.3542435424354,Aligned Multiwall CNTs,Real,MWCNT,"2019_Enhancing the strength, toughness, and electrical conductivity of twist-spun carbon nanotube yarns by π bridging",1500000.0,1.000000043429446,0,0,0.0,0,0,0.19
REAL_1154,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,10.0,15000.0,9,Forest derived,,,,46392.694063926894,1.35450643776824,86.1992619926199,Aligned Multiwall CNTs,Real,MWCNT,"2019_Enhancing the strength, toughness, and electrical conductivity of twist-spun carbon nanotube yarns by π bridging",1500000.0,1.000000043429446,0,0,0.0,0,0,0.09
REAL_1155,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,10.0,15000.0,6,Forest derived,,,,52237.4429223743,1.42660944206008,92.1033210332103,Aligned Multiwall CNTs,Real,MWCNT,"2019_Enhancing the strength, toughness, and electrical conductivity of twist-spun carbon nanotube yarns by π bridging",1500000.0,1.000000043429446,0,0,0.0,0,0,0.06
REAL_1156,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2019,Meta-Analysis Database,10.0,15000.0,7,Forest derived,,,,62100.4566210044,1.69442060085836,108.634686346863,Aligned Multiwall CNTs,Real,MWCNT,"2019_Enhancing the strength, toughness, and electrical conductivity of twist-spun carbon nanotube yarns by π bridging",1500000.0,1.000000043429446,0,0,0.0,0,0,0.07
