paper_id,doi,title,year,journal,diameter_nm,length_um,layers,method,cvd_temperature_C,catalyst,carbon_source,conductivity_Sm,tensile_strength_GPa,youngs_modulus_GPa,notes,status,material_type
CNT_251,SYNTHETIC_251,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,2.06,298.0,1,CVD,809.0,Co,CH4,600472.0,129.8,991.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_252,SYNTHETIC_252,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,2.85,393.5,1,CVD,956.0,Fe,C2H2,1211711.0,87.7,1105.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_253,SYNTHETIC_253,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,2.35,319.3,1,CVD,971.0,Co/Mo,CO,549123.0,36.9,958.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_254,SYNTHETIC_254,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,1.1,378.2,1,Arc discharge,,,,2616046.0,38.3,840.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_255,SYNTHETIC_255,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,0.88,145.1,1,CVD,936.0,,C2H2,1651916.0,131.4,988.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_256,SYNTHETIC_256,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,25.92,43.3,19,Laser ablation,,,,225321.0,47.3,691.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_257,SYNTHETIC_257,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,7.06,244.4,12,HiPco,,,,604151.0,75.6,288.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_258,SYNTHETIC_258,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,40.02,628.2,6,HiPco,,,,330877.0,55.8,372.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_259,SYNTHETIC_259,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,18.9,315.6,13,CVD,734.0,Fe,CH4,325870.0,69.5,786.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_260,SYNTHETIC_260,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,49.08,235.1,12,CVD,912.0,Co,CH4,512471.0,43.9,396.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_261,SYNTHETIC_261,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,34.22,223.9,11,CVD,824.0,Ni,C2H2,156046.0,45.9,989.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_262,SYNTHETIC_262,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,48.97,796.0,18,CVD,778.0,Fe,C2H2,781076.0,46.4,470.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_263,SYNTHETIC_263,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,34.0,170.0,15,CVD,835.0,,CO,124451.0,14.6,711.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_264,SYNTHETIC_264,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,16.27,396.8,4,CVD,897.0,Fe/Co,C2H2,798051.0,77.5,347.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_265,SYNTHETIC_265,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,7.42,363.1,10,Arc discharge,,,,671124.0,65.9,594.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_266,SYNTHETIC_266,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,28.05,166.4,7,Laser ablation,,,,385086.0,70.0,989.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_267,SYNTHETIC_267,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,10.94,512.0,2,CVD,809.0,Fe/Co,Ethanol,381846.0,65.9,811.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_268,SYNTHETIC_268,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,44.47,805.6,15,CVD,997.0,Co,CH4,752667.0,32.6,1243.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_269,SYNTHETIC_269,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,23.09,170.6,6,Arc discharge,,,,574660.0,60.4,946.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_270,SYNTHETIC_270,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,20.81,973.7,10,Laser ablation,,,,586714.0,59.7,519.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_271,SYNTHETIC_271,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,45.36,655.2,10,CVD,848.0,Fe/Co,C2H2,256385.0,59.8,989.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_272,SYNTHETIC_272,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,36.8,425.9,3,CVD,835.0,Fe/Co,C2H4,658836.0,34.7,788.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_273,SYNTHETIC_273,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,42.66,261.4,2,CVD,903.0,Co,C2H4,162677.0,22.2,736.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_274,SYNTHETIC_274,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,49.61,81.9,4,Arc discharge,,,,561389.0,31.4,354.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_275,SYNTHETIC_275,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,38.87,414.2,15,Laser ablation,,,,309487.0,66.5,308.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_276,SYNTHETIC_276,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,33.59,875.5,3,CVD,838.0,Co/Mo,C2H2,442360.0,78.4,261.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_277,SYNTHETIC_277,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,3.85,427.2,15,Laser ablation,,,,352034.0,70.1,540.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_278,SYNTHETIC_278,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,41.82,702.3,14,HiPco,,,,754004.0,31.3,1061.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_279,SYNTHETIC_279,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,32.85,455.3,7,CVD,721.0,Fe,CH4,610454.0,29.9,919.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_280,SYNTHETIC_280,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,16.97,306.9,10,CVD,971.0,Co/Mo,C2H4,633899.0,72.5,400.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_281,SYNTHETIC_281,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,27.97,839.8,17,CVD,875.0,,Ethanol,569301.0,14.5,1105.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_282,SYNTHETIC_282,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,25.95,740.2,10,Laser ablation,,,,702280.0,68.1,1037.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_283,SYNTHETIC_283,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,4.18,697.5,9,CVD,830.0,Fe/Co,C2H4,903271.0,41.0,771.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_284,SYNTHETIC_284,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,23.93,790.9,5,Arc discharge,,,,218524.0,26.4,829.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_285,SYNTHETIC_285,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,33.65,951.0,3,CVD,995.0,Fe,C2H2,902332.0,10.2,209.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_286,SYNTHETIC_286,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,5.15,148.6,11,HiPco,,,,398212.0,43.7,418.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_287,SYNTHETIC_287,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,24.03,479.5,18,Arc discharge,,,,104955.0,10.5,485.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_288,SYNTHETIC_288,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,42.66,292.1,8,Laser ablation,,,,614844.0,45.9,478.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_289,SYNTHETIC_289,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,16.06,818.5,18,Arc discharge,,,,202455.0,34.2,783.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_290,SYNTHETIC_290,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,4.39,678.7,15,HiPco,,,,218340.0,29.2,642.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_291,SYNTHETIC_291,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,37.3,883.4,14,Arc discharge,,,,378435.0,67.7,1184.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_292,SYNTHETIC_292,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,36.91,864.3,15,CVD,777.0,Fe,C2H4,717931.0,18.0,632.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_293,SYNTHETIC_293,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,20.35,129.8,9,Laser ablation,,,,163907.0,15.6,544.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_294,SYNTHETIC_294,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,22.4,649.6,11,CVD,878.0,Fe,C2H4,921958.0,52.9,1053.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_295,SYNTHETIC_295,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,32.98,743.6,7,Laser ablation,,,,992137.0,67.4,809.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_296,SYNTHETIC_296,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,16.87,491.1,14,CVD,973.0,Fe/Co,CH4,519947.0,67.2,312.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_297,SYNTHETIC_297,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,35.55,435.6,4,CVD,863.0,Co/Mo,C2H4,303651.0,36.9,536.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_298,SYNTHETIC_298,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,46.08,436.7,9,Laser ablation,,,,111079.0,35.9,250.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_299,SYNTHETIC_299,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,35.36,380.8,6,Arc discharge,,,,140301.0,63.3,993.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_300,SYNTHETIC_300,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,4.2,649.4,4,CVD,722.0,Co,C2H2,709409.0,52.4,470.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_301,SYNTHETIC_301,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,30.27,564.1,5,CVD,992.0,Fe,,578721.0,19.5,279.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_302,SYNTHETIC_302,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,4.45,394.1,11,CVD,794.0,Fe,C2H2,217043.0,68.5,581.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_303,SYNTHETIC_303,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,17.76,889.5,5,HiPco,,,,590843.0,16.2,686.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_304,SYNTHETIC_304,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,21.31,391.7,17,Laser ablation,,,,982098.0,43.5,799.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_305,SYNTHETIC_305,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,38.81,835.3,4,CVD,778.0,Fe,CH4,408203.0,28.9,931.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_306,SYNTHETIC_306,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,28.61,173.6,4,CVD,945.0,Fe,CO,761120.0,31.0,441.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_307,SYNTHETIC_307,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,32.17,209.3,9,CVD,843.0,Co,CH4,967626.0,73.7,875.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_308,SYNTHETIC_308,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,24.55,47.6,12,Arc discharge,,,,151967.0,57.7,683.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_309,SYNTHETIC_309,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,47.37,157.3,17,CVD,926.0,Co,C2H2,542276.0,46.6,830.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_310,SYNTHETIC_310,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,21.17,516.2,19,Arc discharge,,,,905007.0,41.9,725.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_311,SYNTHETIC_311,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,40.91,481.7,10,CVD,701.0,Ni,CH4,316344.0,31.8,465.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_312,SYNTHETIC_312,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,26.99,630.3,17,Laser ablation,,,,936332.0,12.1,1147.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_313,SYNTHETIC_313,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,9.32,306.4,17,Laser ablation,,,,400067.0,61.3,796.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_314,SYNTHETIC_314,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,3.42,997.8,9,HiPco,,,,180831.0,10.2,265.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_315,SYNTHETIC_315,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,42.2,743.1,6,CVD,981.0,Fe/Co,Ethanol,895982.0,59.0,294.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_316,SYNTHETIC_316,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,25.92,86.9,5,CVD,720.0,Co,CH4,827412.0,76.3,258.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_317,SYNTHETIC_317,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,7.74,870.3,3,CVD,850.0,Fe/Co,CO,145203.0,15.1,472.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_318,SYNTHETIC_318,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,43.58,407.3,15,CVD,780.0,Fe,C2H4,858008.0,48.4,468.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_319,SYNTHETIC_319,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,31.36,364.2,18,Arc discharge,,,,880240.0,41.8,1107.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_320,SYNTHETIC_320,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,6.37,685.8,15,CVD,770.0,Co,CH4,606960.0,18.4,1163.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_321,SYNTHETIC_321,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,15.76,501.7,15,Laser ablation,,,,841400.0,60.5,520.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_322,SYNTHETIC_322,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,17.93,10.1,19,CVD,912.0,Fe,Ethanol,103438.0,27.3,1035.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_323,SYNTHETIC_323,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,46.75,828.4,12,CVD,953.0,Co,CO,902685.0,40.4,1106.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_324,SYNTHETIC_324,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,48.31,98.4,2,Laser ablation,,,,859824.0,57.3,259.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_325,SYNTHETIC_325,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,36.51,669.7,2,CVD,739.0,Ni,,342071.0,43.3,589.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_326,SYNTHETIC_326,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,5.26,366.4,17,CVD,960.0,Co,CH4,670982.0,64.0,258.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_327,SYNTHETIC_327,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,39.08,422.3,14,CVD,916.0,Co,Ethanol,757447.0,55.3,1028.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_328,SYNTHETIC_328,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,31.56,302.3,9,Arc discharge,,,,764738.0,32.1,805.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_329,SYNTHETIC_329,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,35.06,473.5,2,Laser ablation,,,,358669.0,35.7,205.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_330,SYNTHETIC_330,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,39.75,548.4,16,Laser ablation,,,,113224.0,36.5,593.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_331,SYNTHETIC_331,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,36.34,949.4,4,CVD,821.0,Co,C2H4,108931.0,42.5,928.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_332,SYNTHETIC_332,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,21.69,764.7,17,Laser ablation,,,,569166.0,78.3,384.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_333,SYNTHETIC_333,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,6.59,388.8,10,CVD,780.0,Fe,CH4,795828.0,46.3,550.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_334,SYNTHETIC_334,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,29.82,572.4,5,Arc discharge,,,,891330.0,57.3,638.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_335,SYNTHETIC_335,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,39.81,782.6,9,CVD,746.0,Co/Mo,CO,943641.0,52.2,651.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_336,SYNTHETIC_336,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,25.27,67.3,9,Laser ablation,,,,806671.0,79.4,715.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_337,SYNTHETIC_337,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,39.52,212.9,13,Arc discharge,,,,906468.0,69.3,547.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_338,SYNTHETIC_338,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,9.91,813.0,9,Laser ablation,,,,247493.0,55.0,954.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_339,SYNTHETIC_339,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,18.85,727.7,16,CVD,907.0,Ni,,547581.0,26.1,297.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_340,SYNTHETIC_340,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,48.02,534.4,16,CVD,985.0,,C2H4,935794.0,63.3,804.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_341,SYNTHETIC_341,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,23.34,53.5,7,CVD,763.0,Fe,Ethanol,983073.0,65.5,944.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_342,SYNTHETIC_342,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,33.98,117.8,5,HiPco,,,,995337.0,59.8,985.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_343,SYNTHETIC_343,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,13.3,464.4,19,Arc discharge,,,,165773.0,53.6,1286.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_344,SYNTHETIC_344,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,41.98,734.8,3,Arc discharge,,,,455685.0,76.7,879.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_345,SYNTHETIC_345,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,10.6,482.1,5,CVD,892.0,Ni,CH4,608577.0,64.0,599.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_346,SYNTHETIC_346,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,42.26,786.6,11,Laser ablation,,,,141451.0,66.6,401.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_347,SYNTHETIC_347,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,37.26,104.4,6,CVD,821.0,Co/Mo,CH4,911245.0,20.8,1029.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_348,SYNTHETIC_348,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,49.68,54.5,8,CVD,818.0,Fe/Co,,955836.0,50.4,534.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_349,SYNTHETIC_349,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,49.64,392.5,19,Arc discharge,,,,316359.0,23.4,1221.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_350,SYNTHETIC_350,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,4.29,841.4,10,CVD,711.0,Fe,Ethanol,354231.0,76.5,764.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_351,SYNTHETIC_351,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,29.48,433.2,13,Laser ablation,,,,354246.0,34.7,1108.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_352,SYNTHETIC_352,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,42.75,406.9,15,Laser ablation,,,,528702.0,44.8,453.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_353,SYNTHETIC_353,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,15.0,302.7,17,Laser ablation,,,,286368.0,15.0,326.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_354,SYNTHETIC_354,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,26.83,415.3,9,CVD,918.0,Fe/Co,C2H2,842309.0,46.1,642.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_355,SYNTHETIC_355,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,16.28,431.0,6,CVD,864.0,Co,C2H4,155198.0,35.4,807.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_356,SYNTHETIC_356,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,13.63,311.2,4,Laser ablation,,,,146711.0,23.4,429.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_357,SYNTHETIC_357,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,34.16,744.5,6,Laser ablation,,,,648668.0,72.7,886.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_358,SYNTHETIC_358,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,15.76,134.1,17,Laser ablation,,,,826024.0,78.9,1026.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_359,SYNTHETIC_359,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,28.5,158.1,17,CVD,863.0,Fe/Co,CH4,802569.0,50.9,1228.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_360,SYNTHETIC_360,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,25.65,368.1,17,CVD,914.0,Fe/Co,CH4,562469.0,45.6,633.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_361,SYNTHETIC_361,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,24.09,167.4,16,Arc discharge,,,,515545.0,74.5,954.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_362,SYNTHETIC_362,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,42.97,351.2,3,Laser ablation,,,,275717.0,34.2,423.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_363,SYNTHETIC_363,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,10.39,127.7,18,Arc discharge,,,,605866.0,76.3,771.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_364,SYNTHETIC_364,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,25.68,511.6,5,CVD,708.0,Fe/Co,CH4,733330.0,77.9,550.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_365,SYNTHETIC_365,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,29.27,506.1,7,Arc discharge,,,,970332.0,13.6,646.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_366,SYNTHETIC_366,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,25.67,127.3,17,Laser ablation,,,,597436.0,37.8,390.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_367,SYNTHETIC_367,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,41.01,680.4,13,CVD,961.0,Ni,CO,325421.0,53.7,796.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_368,SYNTHETIC_368,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,45.59,22.0,17,CVD,756.0,Fe,C2H2,272285.0,38.8,1211.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_369,SYNTHETIC_369,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,37.44,410.5,2,CVD,830.0,Ni,C2H2,150927.0,36.2,796.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_370,SYNTHETIC_370,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,39.89,736.2,15,Laser ablation,,,,806742.0,52.1,1236.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_371,SYNTHETIC_371,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,15.99,437.7,9,CVD,856.0,Fe,,201973.0,38.3,889.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_372,SYNTHETIC_372,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,30.36,212.4,18,CVD,779.0,Fe,C2H2,341680.0,30.1,937.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_373,SYNTHETIC_373,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,9.77,599.4,16,HiPco,,,,367562.0,16.4,857.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_374,SYNTHETIC_374,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,7.33,557.8,3,Arc discharge,,,,435934.0,49.5,506.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_375,SYNTHETIC_375,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,17.71,278.4,3,Laser ablation,,,,952060.0,17.4,292.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_376,SYNTHETIC_376,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,37.62,884.2,5,Arc discharge,,,,712101.0,38.6,212.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_377,SYNTHETIC_377,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,47.0,546.6,2,CVD,918.0,Ni,CO,293201.0,56.5,498.0,MWCNT synthetic data,Synthetic,MWCNT
