Category,Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Electrical Anisotropy,Alignment figure of merit,Alignment method,Alignment FWHM,FWHM type,Raman G:D,Raman wavelength,(10^-12)*G:D λ^4,Doped or Acid Exposure (Yes/ No),Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),Unnamed: 16,Uber Parameter,Specific Uber Parameter,CNT Diameter (nm),Plottable CNT Diameter (nm),Date Entered and Checked ,Notes,Year,Production Process,Post Process,Intentionally added intercalation dope,Host Conductivity (MSm-1),Sorted Status,Bulk Fiber Diameter (microns),G Peak Position (cm-1),Thermal Conductivity (W/(m K)),T Star (K),R value at lowest temp,R value at 4.2 K,R value at 10 K,R value at 77 K,R value at 300 K,R(300K)/R(4.2K),R(300K)/R(10K),Reference,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log Raman G:D Ratio,Log Raman (10^-12)*G:D λ^4,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log (R(300K)/R(4.2)),Log (R(300K)/R(10)),Log Host Conductivity ,Log Thermal Conductivity ,Ampacity Measurement Config,Medium 1,Substrate,Absolute I max (mA),Absolute J max (A/m2),Specific J max (mA/tex),Absolute J failure (A/m2,Specific J failure (mA/tex),Breakdown Temp (oC),Medium 2,Substrate 2,Absolute I max (mA).1,Absolute J max (A/m2).1,Specific J max (mA/tex).1,Absolute J failure (A/m2.1,Specific J failure (mA/tex).1,Probe separation for Electrical conductivity (microns),Probe separation for Ampacity (microns),Notes on ampacity,Substrate for ampacity (Yes/No),Notes on substrate ,Log (Jmax in Air (A/m2)),Log (Jmax in Vacuum(A/m2)),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Category 2,Diameter Regime,Log (Probe separation for ampacity (microns)),Probe separation regime
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.8274976290475541,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,19.9999999999999,785,7.594665012499961,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200719,,2019.0,Floating Catalyst,"CSA Stetched, Vacuum baked",,,Unsorted,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Extreme stretching of high G:D ratio carbon nanotube fibers using super-acid,,,,,25,,,-0.08223324189428505,,,,1.301029995663979,0.8805086226449891,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.10217043761008,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,41.5702479338842,785,15.785605377221035,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200719,,2019.0,Floating Catalyst,"CSA Stetched, Vacuum baked",,,Unsorted,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Extreme stretching of high G:D ratio carbon nanotube fibers using super-acid,,,,,25,,,0.04224875820914589,,,,1.6187826147394762,1.1982612417204863,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Individual FWCNT,Not Reported/ Can not calculate,2.09,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,No,96337,46.09425837320575,981.4,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.45,1.45,20200512,"Area corrected for full cross section, Density estimated from chart",2019.0,Floating Catalyst,,,,Unsorted ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Fabrication of high-strength carbon nanotube bundles using iron oxides coassisted chemical vapor deposition,,,,,2,,0.32014628611105395,,4.9837931179621,1.6636468318510458,2.9918460536448968,,,0.16136800223497488,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.45,0.16136800223497488,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual Bundle,Not Reported/ Can not calculate,1.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,No,53825,48.93181818181818,230,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.36,1.36,20200512,"Area corrected for full cross section, Density estimated to be 1.1 g/cm3",2019.0,Floating Catalyst,,,,Unsorted ,Not Reported/ Can not calculate,1590,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Fabrication of high-strength carbon nanotube bundles using iron oxides coassisted chemical vapor deposition,,,,,2,,0.04139268515822508,,4.730984038495524,1.6895913533372997,2.361727836017593,,,0.13353890837021754,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.36,0.13353890837021754,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.042921146953405084,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.1,532,0.16821542760959998,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,20200513,twist angle 0,2019.0,Forest derived,As-is,,,Unsorted,Not Reported/ Can not calculate,1582.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,4.70981210855949e-05,4.45511482254697e-05,3.94572025052192e-05,3.01043841336116e-05,2.32985386221294e-05,0.5229615745079658,0.5904761904761896,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,,,,,10,-1.367328681186996,,,,,,0.3222192947339193,-0.7741341760858881,0.8450980400142568,,,-0.2815302204868916,-0.22879760957168485,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,7,0.8450980400142568,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.06472972972973003,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.1,532,0.16821542760959998,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,20200513,twist angle 8,2019.0,Forest derived,Twisted,,,Unsorted,Not Reported/ Can not calculate,1582.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3.06054279749478e-05,2.86012526096033e-05,2.5929018789144e-05,2.00835073068893e-05,1.54488517745302e-05,0.5401459854014581,0.5958132045088551,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,,,,,10,-1.188896206316411,,,,,,0.3222192947339193,-0.7741341760858881,0.8450980400142568,,,-0.267488847425432,-0.22488987610958633,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,7,0.8450980400142568,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.08837638376383768,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.1,532,0.16821542760959998,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,20200513,twist angle 20,2019.0,Forest derived,Twisted,,,Unsorted,Not Reported/ Can not calculate,1582.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.26304801670146e-05,2.13778705636743e-05,1.97494780793319e-05,1.50313152400835e-05,1.13152400835073e-05,0.5292968750000002,0.5729386892177598,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,,,,,10,-1.0536637731238234,,,,,,0.3222192947339193,-0.7741341760858881,0.8450980400142568,,,-0.27630067010142484,-0.2418918498634052,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,7,0.8450980400142568,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.0928294573643412,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.1,532,0.16821542760959998,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,20200513,twist angle 45,2019.0,Forest derived,Twisted,,,Unsorted,Not Reported/ Can not calculate,1582.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.00417536534446e-05,1.92901878914404e-05,1.80793319415448e-05,1.40292275574112e-05,1.07724425887265e-05,0.5584415584415606,0.5958429561200944,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,,,,,10,-1.0323141882126476,,,,,,0.3222192947339193,-0.7741341760858881,0.8450980400142568,,,-0.25302226959289364,-0.2248681903901338,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,7,0.8450980400142568,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.0205305407434501,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.1,532,0.16821542760959998,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,20200513,155 micron length,2019.0,Forest derived,Twisted,,,Unsorted,Not Reported/ Can not calculate,1581.7,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.00011625035161744,0.000105717299578059,9.23441162681669e-05,6.64535864978902e-05,4.87079231129863e-05,0.46073748863611097,0.5274610346753301,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,,,,,10,-1.6875996118177283,,,,,,0.3222192947339193,-0.7741341760858881,0.8450980400142568,,,-0.336546449250663,-0.2778096176426538,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,7,0.8450980400142568,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.045930232558139696,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.9,532,0.1521949106944,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,20200513,225 micron length,2019.0,Forest derived,Twisted,,,Unsorted,Not Reported/ Can not calculate,1582.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,4.79971870604782e-05,4.46540084388185e-05,3.93820909517111e-05,2.89852320675105e-05,2.17721518987341e-05,0.4875744117924964,0.5528439799052399,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,,,,,10,-1.337901355617106,,,,,,0.2787536009528289,-0.8175998698669783,0.8450980400142568,,,-0.3119590944993474,-0.2573974152170556,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,7,0.8450980400142568,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.03812741312741316,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.2,532,0.17622568606720002,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,20200513,275 micron length,2019.0,Forest derived,Twisted,,,Unsorted,Not Reported/ Can not calculate,1582.8,Not Reported/ Can not calculate,Not Reported/ Can not calculate,6.48073136427566e-05,6.05527426160337e-05,5.11289263947491e-05,3.6175105485232e-05,2.62278481012658e-05,0.4331405476970246,0.5129747473821272,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,,,,,10,-1.4187626597827536,,,,,,0.3424226808222063,-0.753930789997601,0.8450980400142568,,,-0.36337115864651875,-0.2899040137235322,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,7,0.8450980400142568,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.07112866686216858,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.75,532,0.140179523008,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,20200513,Nitric sulfuric acid 15 min,2019.0,Forest derived,Acid doped,HNO3,0.042921146953405084,Unsorted,Not Reported/ Can not calculate,1583.7,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.9522497808324e-05,2.67555267610994e-05,2.34422564181559e-05,1.75614971808364e-05,1.40590291385297e-05,0.5254626180251667,0.5997302003590856,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,,,,,10,-1.147955331043883,,,,,,0.24303804868629444,-0.8533154221335129,0.8450980400142568,,,-0.2794581747125403,-0.22204408102871684,-1.367328681186996,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,7,0.8450980400142568,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.06955626355064791,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.78,532,0.14258260054528002,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,20200513,Nitric sulfuric acid 4 hours,2019.0,Forest derived,Acid doped,HNO3,0.042921146953405084,Unsorted,Not Reported/ Can not calculate,1582.6,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3.63251880763767e-05,3.30594436880866e-05,2.70250066259969e-05,1.84685225499101e-05,1.43768504654055e-05,0.4348787777873705,0.5319832355406561,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,,,,,10,-1.157663755635968,,,,,,0.250420002308894,-0.8459334685109132,0.8450980400142568,,,-0.3616317855163695,-0.27410205346980704,-1.367328681186996,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,7,0.8450980400142568,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.0628188307215923,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1,532,0.080102584576,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,20200513,Ozone,2019.0,Forest derived,Ozone doped,O3,0.042921146953405084,Unsorted,Not Reported/ Can not calculate,1583.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3.1109882816128e-05,2.96580079421352e-05,2.67982502837285e-05,2.04186270934186e-05,1.59187935928307e-05,0.5367452063499799,0.5940236181201859,2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,,,,,10,-1.2019101516033261,,,,,,0.0,-1.0963534708198073,0.8450980400142568,,,-0.2702318255410819,-0.22619628731618746,-1.367328681186996,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,7,0.8450980400142568,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.27,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.35,1.35,20200512,Doped,2019.0,Buckypaper,Sorted and Doped,C2HF3O2,0.006,Semiconducting ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Intrinsic and Extrinsically Limited Thermoelectric Transport within Semiconducting Single-Walled Carbon Nanotube Networks,,,,,2,-0.5686362358410126,,,,,,,,0.13033376849500614,,,,,-2.221848749616356,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.35,0.13033376849500614,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.006,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.35,1.35,20200512,,2019.0,Buckypaper,Sorted,,,Semiconducting ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2019 Intrinsic and Extrinsically Limited Thermoelectric Transport within Semiconducting Single-Walled Carbon Nanotube Networks,,,,,2,-2.221848749616356,,,,,,,,0.13033376849500614,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.35,0.13033376849500614,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.0462,1.527777777777778,0.03024,Not Reported/ Can not calculate,1.5,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.9433962264150942,532,0.07556847601509432,No,1100,0.72,25.14,,50.82,0.0217728,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200601,Pristine,2019.0,Floating Catalyst ,As-is,,,Unsorted,14.5,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"2019 Millisecond tension-annealing for enhancing
carbon nanotube fibers",,,,,5,-1.3353580244438745,0.18406018872695662,-1.5194182131708311,3.041392685158225,-0.14266750356873156,1.400365273349939,-0.025305865264770286,-1.1216593360845777,,1.1613680022349748,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,14500,4.161368002234975,14500,4.161368002234975,,CNT,large,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,1.6,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.1904761904761905,532,0.09536021973333332,No,1660,Not Reported/ Can not calculate,38.55,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200601,Annealed,2019.0,Floating Catalyst ,Annealed,,,Unsorted,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"2019 Millisecond tension-annealing for enhancing
carbon nanotube fibers",,,,,5,,,,3.220108088040055,,1.5860243823869757,0.07572071393811834,-1.020632756881689,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.1904761904761905,532,0.09536021973333332,No,2594,Not Reported/ Can not calculate,72.07,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200601,Annealing under tension 0.02 ,2019.0,Floating Catalyst ,Annealed under tension,,,Unsorted,12,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"2019 Millisecond tension-annealing for enhancing
carbon nanotube fibers",,,,,5,,,,3.4139699717480614,,1.8577545220594422,0.07572071393811834,-1.020632756881689,,1.0791812460476249,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,12000,4.079181246047625,12000,4.079181246047625,,CNT,large,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,Not Reported/ Can not calculate,1.4823809523809524,,Not Reported/ Can not calculate,3.5,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.1904761904761905,532,0.09536021973333332,No,3113,2.1,145.81,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200601,Annealing under tension 0.05,2019.0,Floating Catalyst ,Annealed under tension,,,Unsorted,10,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"2019 Millisecond tension-annealing for enhancing
carbon nanotube fibers",,,,,5,,0.170959825948596,,3.493179120682515,0.3222192947339193,2.163787309962003,0.07572071393811834,-1.020632756881689,,1.0,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,10000,4,10000,4.0,,CNT,large,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.152,1.4339622641509433,0.106,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.3513513513513513,532,0.10824673591351351,No,3300,2.3013157894736844,122.35,,501.59999999999997,0.24393947368421054,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200601,70 V 12 ms annealing ,2019.0,Floating Catalyst ,Annealed under tension,,,Unsorted,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"2019 Millisecond tension-annealing for enhancing
carbon nanotube fibers",,,,,5,-0.8181564120552275,0.15653772268000227,-0.9746941347352298,3.5185139398778875,0.3619762171978852,2.087603973687808,0.1307682802690238,-0.9655851905507835,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
